"","comname","year","decade","total_biomass","avg_biomass","biomass_sd","avg_lat","avg_lon","avg_sst","avg_bot","avg_depth"
"18","Acadian redfish",1987,1980,1113.8007,15.0513608108108,65.3102630749433,42.795811495779,-67.7572531580082,6.09610065351089,7.37440311829401,199.885477446728
"19","Acadian redfish",1988,1980,1010.3008,12.0273904761905,42.4957670152892,43.2489086168199,-67.7465054170995,6.04047243926377,6.86016664050127,181.821894429857
"20","Acadian redfish",1989,1980,525.1005,6.25119642857143,11.5476924257249,42.8459273253404,-68.0103629901324,10.1529976201374,6.92989676967463,198.213822306397
"21","Acadian redfish",1990,1990,1197.4008,13.0152260869565,33.2985030636344,42.6707908073888,-68.5955942233656,9.1898861629298,7.06521630643839,185.083389955978
"22","Acadian redfish",1991,1990,745.8004,8.3797797752809,19.782469538516,43.0113322864044,-67.6928573077103,9.43351690798449,7.92750812633684,203.590361308468
"23","Acadian redfish",1992,1990,1609.5007,18.9353023529412,58.587511631289,42.9024623307092,-68.2661112263782,5.92235695694637,6.64581023249944,178.87982577454
"24","Acadian redfish",1993,1990,1789.701,19.0393723404255,53.6272686096133,42.7887068291109,-67.9508110868985,8.23860138001488,6.99676433765294,186.63616866728
"25","Acadian redfish",1994,1990,606.001,6.886375,17.4031804015471,42.6941354364104,-68.4432008876223,9.65859196632988,6.88766807687262,174.649658828946
"26","Acadian redfish",1995,1990,663.2011,5.97478468468468,18.7842478071785,43.0909570003227,-68.4833922488469,9.05674021964888,7.37050299287178,159.703657457745
"27","Acadian redfish",1996,1990,2126.4005,20.2514333333333,55.9089594817336,42.8645394472333,-68.3931154735119,9.51127705268268,7.3116960207294,177.0444362198
"28","Acadian redfish",1997,1990,4561.2004,43.8576961538462,262.990868436844,42.7508689324342,-69.3578562598053,6.58219478724915,6.5864500285462,166.270014511969
"29","Acadian redfish",1998,1990,2494.9006,18.9007621212121,65.3970963267087,42.6089845566994,-68.4917724651234,9.97931793227927,6.72643370048897,181.242081147441
"30","Acadian redfish",1999,1990,3465.7013,29.6213786324786,76.7452682785921,42.6882300877507,-69.0652838971245,9.76969341414391,6.99024971370894,171.822703301061
"31","Acadian redfish",2000,2000,4353.4012,43.9737494949495,160.204970946989,42.7653765092222,-68.6839513837173,8.85211807460665,7.02734590588278,175.834397941545
"32","Acadian redfish",2001,2000,3798.248,36.8761941747573,111.417265553472,42.5887291125969,-68.5073337833906,8.75430756434959,6.81570337347468,182.178032345439
"33","Acadian redfish",2002,2000,5005.879,51.0803979591837,178.622672768792,42.8911799666129,-68.4608350182651,9.1576491190989,7.59554950310948,176.705132904731
"34","Acadian redfish",2003,2000,6346.166,65.4243917525773,285.751838116229,42.5569084891281,-69.2303966356722,10.4262413021743,6.12597391375419,178.393925245573
"35","Acadian redfish",2004,2000,5774.629,53.468787037037,142.684181955857,42.711780554486,-68.6232833962433,7.13902476372871,5.4548406585136,190.091480855307
"36","Acadian redfish",2005,2000,4613.74,41.9430909090909,120.759167365535,42.8750416332581,-68.2749964590112,8.32393603969086,7.02077323733018,186.765003229484
"37","Acadian redfish",2006,2000,3369.143,30.9095688073395,69.4971850348347,42.6194205042538,-68.7141253229786,12.5409822682844,7.75226968273166,183.010487236665
"38","Acadian redfish",2007,2000,4830.69,46.8999029126214,86.1592833060606,42.7837191611724,-68.6982121198843,9.90369576011708,6.37977587241487,176.976979272112
"39","Acadian redfish",2008,2000,5718.717,48.4637033898305,114.188946754391,42.6680443481265,-68.4338436776796,7.70532768033903,6.41137248345389,189.434996870802
"40","Acadian redfish",2009,2000,4201.32409739715,28.5804360367153,59.4693565009025,42.7953495672707,-68.5480141036301,9.04291638297932,7.1579545606919,180.774665417743
"41","Acadian redfish",2010,2010,6510.58354324097,48.5864443525446,118.218805650804,42.633046924965,-68.9407942702924,9.37718179795727,7.62167948061245,186.311257714462
"42","Acadian redfish",2011,2010,6698.37951301427,53.16174216678,134.622407460113,43.1487586410853,-68.4691227474994,8.9946384064309,7.98938757008635,179.521207680843
"43","Acadian redfish",2012,2010,7252.20486985726,46.4884927554953,90.968032791483,42.7112610041993,-68.8965521969849,11.7780938507957,7.96369393207314,180.347415001964
"44","Acadian redfish",2013,2010,4794.71956339211,33.2966636346674,79.8295299385848,42.9111359195503,-68.1251375604399,9.00609979350147,7.75629761823816,189.384869621994
"45","Acadian redfish",2014,2010,5693.96389588581,36.2672859610561,73.5314117174235,42.8283798693865,-68.4056522023943,10.4390138628397,7.40620464082415,184.616244521317
"46","Acadian redfish",2015,2010,6808.75482787573,43.3678651457053,142.626964216651,42.9742969552724,-67.9828884437183,10.5941830771673,7.96987799707145,187.604410136749
"47","Acadian redfish",2016,2010,7393.05877413938,46.4972249945873,110.650849884343,42.7727380744,-68.3382576785797,11.2414666080117,8.10172237313053,197.230208674872
"48","Acadian redfish",2018,2010,2161.54911838791,28.0720664725702,64.7120413237985,42.6563775398494,-68.4029804642312,11.5109793999642,8.05467239273035,190.06594611182
"49","Acadian redfish",2019,2010,2267.08984047019,16.793258077557,35.4042617541136,42.8356573162556,-68.8377881361033,9.57334252912522,8.14417228479988,189.057475193548
"50","Acadian redfish",2021,2020,7050.59361880773,46.0823112340374,212.380314945955,43.2068235969295,-67.8875277394474,12.1392240286772,9.97031639462041,191.133880623161
"51","Acadian redfish",2022,2020,4533.93366918556,37.4705261916162,128.554232537342,42.7623229631385,-68.6002380614999,9.55712082325407,8.19271441344581,179.46772495493
"52","Acadian redfish",2023,2020,619.28631402183,7.20100365141663,25.7407475016377,43.0141674733734,-67.7106686821251,10.9579118177659,8.34646707119105,180.034238106214
"53","Alewife",1970,1970,403.303799999999,3.87792115384615,20.77058919165,40.0270400611978,-71.9050542207471,6.12282570748192,5.78384370544123,88.617274372322
"54","Alewife",1971,1970,161.6061,1.31387073170732,3.89239535563207,40.6659324650109,-70.376792857655,5.26952825419337,8.49377200411823,97.4154737970903
"55","Alewife",1972,1970,111.4056,1.114056,2.72924291764199,41.5744014316434,-70.3417133426568,7.4781227335071,7.6076738512247,78.2820746892435
"56","Alewife",1973,1970,707.792399999999,4.18812071005917,10.6850502470512,40.2622582917534,-71.539657103631,4.75674858899305,8.87549888292423,80.2245550590854
"57","Alewife",1974,1970,342.202699999999,4.75281527777778,15.9582614833827,40.7148035169405,-71.7476214797059,5.9656943384725,7.04215093702742,53.5918804848706
"58","Alewife",1975,1970,170.0923,1.86914615384615,3.94196331778152,41.3518003060497,-70.4295897423728,5.6791385618279,6.34256263373751,89.4360849962049
"59","Alewife",1976,1970,258.7564,2.33113873873874,6.4563521787063,41.3066746793482,-70.5367182545695,6.66185164888675,8.29794548076879,93.9487533448448
"60","Alewife",1977,1970,249.1272,1.70635068493151,5.22443540705757,40.6331476270387,-70.5285022683512,7.07192787459579,7.26754771050792,105.248226608736
"61","Alewife",1978,1970,398.1606,2.41309454545455,5.85265863080102,40.6663248701906,-70.9198632224754,5.81906009786001,6.54760474291925,110.544827137592
"62","Alewife",1979,1970,329.5324,2.22657027027027,8.75842775126976,40.6044661467421,-71.1679226121983,6.93676734063175,8.26841782773796,79.2781750747423
"63","Alewife",1980,1980,415.1064,2.73096315789474,7.66333139695529,40.2371318077372,-71.8360299323224,6.03061603001062,7.4807403620604,75.4646613494757
"64","Alewife",1981,1980,207.9765,2.05917326732673,4.92355197699569,40.0959361761194,-71.845385942505,7.02094924186146,8.10538657336073,88.7481903003464
"65","Alewife",1982,1980,114.9828,1.30662272727273,2.4913826110054,40.3539965656481,-71.6237758313652,6.60552078628371,7.33671329545473,82.7147190710262
"66","Alewife",1983,1980,75.1002,1.44423461538462,3.39280580154738,40.3069961402673,-71.5222553925742,6.95946050810531,6.81906048250538,66.2356758037928
"67","Alewife",1984,1980,109.2008,1.28471529411765,4.49847601467923,39.6941366330036,-72.9079029378292,5.71541467397644,6.28708453510807,51.6033527226907
"68","Alewife",1985,1980,187.7327,2.40682948717949,9.33840210058638,41.243260153783,-70.9288533216392,10.1780562424226,8.86807565283025,80.3025967239591
"69","Alewife",1986,1980,92.6406,1.1580075,1.87995855884671,41.1761063573638,-70.5734956438473,7.21976497470214,7.40723573504666,100.08188958189
"70","Alewife",1987,1980,169.0806,1.25244888888889,2.29865077631915,40.8982750601553,-70.8332471965636,6.82904297491127,6.50111181947934,111.438110581581
"71","Alewife",1988,1980,142.6002,1.32037222222222,2.07444319081807,41.1746062375789,-70.7096165278871,5.54383601972473,7.32486032931492,114.144456319136
"72","Alewife",1989,1980,64.4388,0.596655555555555,0.951350344120697,41.036825015469,-70.3676900354973,5.46518106608878,7.42641643156015,110.571455396438
"73","Alewife",1990,1990,70.9926,0.682621153846154,0.909159675666959,42.0001570205993,-69.1892985470584,7.01561965645199,8.12425057293477,151.237407842508
"74","Alewife",1991,1990,145.6386,1.34850555555556,5.76239973931606,40.5131718466258,-71.4780290642583,6.1614059469165,7.92120290517616,84.1790988103428
"75","Alewife",1992,1990,143.1019,1.32501759259259,4.49377291387352,41.0894960714477,-70.0870284764444,4.8775062721661,6.23519877652407,124.55601358193
"76","Alewife",1993,1990,97.1558000000002,0.741647328244275,1.47351926375799,40.5604033131382,-71.3026308153089,4.99942820277713,5.66246320173079,88.7442231961446
"77","Alewife",1994,1990,87.6138,0.736250420168067,2.05425209103896,41.1615693635717,-69.9570321169815,9.10426671051128,10.0095985499186,120.066584259557
"78","Alewife",1995,1990,176.5011,1.50855641025641,3.45661302020426,41.5748843674816,-69.9579143104502,6.40187645832352,7.11763053602346,111.561650323992
"79","Alewife",1996,1990,184.5009,1.39773409090909,4.29072032810573,40.8518506767897,-70.6239629347787,5.18330077191738,6.07601671870053,106.404341117035
"80","Alewife",1997,1990,251.7007,1.90682348484848,8.74722254464095,40.9845496783811,-70.7018189284603,5.56682201599598,8.26955496185773,93.5411013954272
"81","Alewife",1998,1990,277.7009,1.82697960526316,3.39987935063185,41.7092949498302,-70.0409991648093,7.15213001476134,6.90113610486883,111.075670262502
"82","Alewife",1999,1990,234.6009,1.7908465648855,5.88768322217332,40.7718616431143,-70.1923320175525,6.27085648009024,8.16539461270833,103.312051658796
"83","Alewife",2000,2000,176.7009,1.26214928571429,3.22049091991443,42.3683990208878,-69.5509908774279,7.91909652758438,7.03177917653042,103.444516694595
"84","Alewife",2001,2000,252.722,1.91456060606061,4.29996442601577,41.2126893620104,-69.7998699680993,6.48362950873445,6.71490521507118,119.085738479436
"85","Alewife",2002,2000,269.449,2.0412803030303,4.77861017406103,42.4219551841758,-69.0564380637189,8.97544953821568,8.23975058253332,122.572486815687
"86","Alewife",2003,2000,109.69576,0.856998125,1.75181910137607,41.4804014389233,-70.2247099001801,6.68241902411874,6.10040066112187,104.550653006096
"87","Alewife",2004,2000,163.524,1.00321472392638,2.79408705411172,41.4760259217913,-70.4942324407549,5.60169792294354,5.86410606963692,105.646382182432
"88","Alewife",2005,2000,163.603,1.33010569105691,2.25149661268556,41.4075863565643,-70.4458453913559,6.20216952011882,7.34430421249752,120.865149172081
"89","Alewife",2006,2000,210.488,1.72531147540984,3.95626268897362,42.8667014358919,-69.3142112582998,8.64489888658417,8.14230671617933,114.248517730227
"90","Alewife",2007,2000,173.879,1.52525438596491,4.36960789397681,41.9160841895399,-69.8763646911128,7.0231390607789,6.58729458281115,124.765331063556
"91","Alewife",2008,2000,232.132,1.93443333333333,3.65351279272574,42.1610256479977,-69.973388014048,8.25987612336374,7.46530247679056,130.565342132924
"92","Alewife",2009,2000,620.226363636363,3.38921510183805,20.1213632590425,41.8146942820613,-69.644628954093,5.32795761113526,6.38630653677982,131.656349807768
"93","Alewife",2010,2010,569.940909090909,2.96844223484849,13.084023467314,42.7395604672207,-68.7771267605829,7.33017849443133,8.23868067841617,137.370984232815
"94","Alewife",2011,2010,459.038181818182,2.68443381180223,4.95025813247437,42.4879684149467,-69.4322163560667,8.1398545773574,7.95045844869312,143.135912639471
"95","Alewife",2012,2010,757.182727272727,4.23007110208227,10.7114387917948,42.8596903440613,-69.2098325901122,9.57492593637837,8.02300292173257,141.482137733056
"96","Alewife",2013,2010,462.206363636363,2.49841277641278,3.7090484653874,42.9262569367795,-68.7213262950807,8.86650257234981,7.97046536702749,148.980979590548
"97","Alewife",2014,2010,653.398181818182,4.08373863636364,13.7668026744032,42.7505792078393,-69.4288453932629,10.7855407394628,8.71117425264839,130.552151131567
"98","Alewife",2015,2010,647.522727272727,3.08344155844156,6.16245820240224,42.5828246373409,-68.9586712622091,8.03646637675476,7.53497214358145,149.327591169141
"99","Alewife",2016,2010,441.956363636364,3.02709838107098,5.87731340317642,42.800965161252,-69.4103592868218,11.2419720701111,8.67965187306679,123.188844229788
"100","Alewife",2018,2010,327.292727272727,2.72743939393939,6.63175784372672,42.1913905446306,-69.6919297192672,10.4993115484566,7.64094237758393,111.038622639728
"101","Alewife",2019,2010,584.25,3.5625,7.37987879689686,42.1473293800164,-69.7013885636535,9.62834707823617,8.32502780426892,127.637689345315
"102","Alewife",2021,2020,383.52,2.79941605839416,5.54047867158358,42.6135721645333,-68.5861335187142,10.2784280941352,8.23746258093329,164.007435904729
"103","Alewife",2022,2020,529.892727272727,3.92513131313131,10.3303518301093,42.4228180609129,-68.7787611472425,9.48377833753149,7.98708906632614,164.426679842575
"104","Alewife",2023,2020,293.447272727273,5.33540495867769,12.7632023994283,42.8007481883008,-68.8169362550404,11.4507078321199,8.54844432573599,139.614727130784
"105","American lobster",1970,1970,432.0023,2.88001533333333,3.69638607490205,39.4837377814116,-71.223071853861,12.3035426784343,10.0603592967056,184.552338263014
"106","American lobster",1971,1970,528.1012,3.47435,4.15638299193291,39.4907503315653,-71.1028811693038,13.0043845989736,9.99150639499393,182.890197749977
"107","American lobster",1972,1970,574.101299999999,4.01469440559441,7.18053364310951,40.1715719967308,-70.1647794481566,12.4998414913884,9.99131842412383,200.918773045802
"108","American lobster",1973,1970,323.528070588235,2.15685380392157,2.92593163166007,40.3263514089957,-69.7573642516207,13.2037976430157,10.9813311599315,159.755271318978
"109","American lobster",1974,1970,299.347858823529,2.33865514705882,3.31132602007616,40.2075360876418,-70.3107594767052,13.7460126459997,11.0567296551065,173.490416854395
"110","American lobster",1975,1970,253.532952941177,1.81094966386555,2.35023641657847,40.1511139142843,-70.4558524861326,13.5843037041571,10.6790014080265,157.142425087241
"111","American lobster",1976,1970,360.775,2.09752906976744,3.10180743200665,40.443854523269,-69.6417382178195,12.5288439511346,9.86357995520947,197.526138582382
"112","American lobster",1977,1970,689.383823529412,3.29848719392063,5.63167449571066,41.2382876277217,-68.6780586843835,12.1102214040245,10.4351213955022,134.165181609323
"113","American lobster",1978,1970,560.710494117647,2.63244363435515,6.31796835052386,41.2079031442922,-68.6964897744862,12.6484632669408,10.2969575993185,129.445837583543
"114","American lobster",1979,1970,439.078729411765,2.00492570507655,2.92396080383628,41.2946848729119,-68.6185710698232,13.0514650447788,11.0095287698261,112.546587933366
"115","American lobster",1980,1980,533.637182352941,2.75070712553062,4.47803508790763,41.2064781648166,-68.3511965581182,12.6949336253699,10.7965104391656,132.258024352104
"116","American lobster",1981,1980,291.110582352941,1.78595449296283,2.3610525102196,40.5525343993298,-69.7263516343737,13.2137016762116,9.90087081343412,141.033824583215
"117","American lobster",1982,1980,311.1001,2.19084577464789,2.50743244173709,40.402062570536,-70.2965449093931,11.998921825355,10.5277838630228,128.367707049917
"118","American lobster",1983,1980,242,2.16071428571429,2.493355391199,41.0612258227273,-69.4260468516529,13.8963310580205,10.3570319240725,113.054958677686
"119","American lobster",1984,1980,200.2003,1.92500288461538,2.15922924271902,41.2275801268365,-69.3487678892919,11.4805030487569,9.78176067663564,128.768162685071
"120","American lobster",1985,1980,437.0001,2.95270337837838,8.34559981352685,41.5749573381487,-68.9566525552283,7.52062820786553,8.77096590556196,142.86657348591
"121","American lobster",1986,1980,377.1002,2.6744695035461,3.19095486754454,41.1949425727345,-69.2093674867669,11.9531500572738,10.4159622302158,168.509945367306
"122","American lobster",1987,1980,218.8001,2.06415188679245,2.26997663248854,41.488002120505,-68.9160957402062,12.191435768262,10.0704207920792,127.707494649225
"123","American lobster",1988,1980,252.1,2.37830188679245,3.2590680735444,41.2303186279254,-69.1181210829036,8.86940509915014,9.00644276901988,110.966679888933
"124","American lobster",1989,1980,295.2,2.56695652173913,5.83391057403285,41.5657350911247,-68.972871531504,13.0450413223141,11.1585743801653,94.1832655826558
"125","American lobster",1990,1990,314,2.22695035460993,2.69660843687092,41.3670010707006,-69.6349363566879,11.946837944664,8.7100790513834,114.428343949045
"126","American lobster",1991,1990,349.9,2.82177419354839,5.37097832882981,41.7077737093455,-69.2989425715919,11.9598950743224,9.50626639463714,116.155758788225
"127","American lobster",1992,1990,254.6,1.9,2.40728843182219,41.4008445219953,-69.4424718621367,11.1021555915721,10.1586503067485,100.31500392773
"128","American lobster",1993,1990,246.2001,2.10427435897436,2.51215579629411,41.7962016028154,-68.9083003116843,10.8585553722317,9.02606713110771,113.818044346854
"129","American lobster",1994,1990,323.6,2.86371681415929,3.96088152947274,42.0190924879481,-68.9791254199629,10.9165541626487,10.4085242030697,115.969406674907
"130","American lobster",1995,1990,379.5003,3.1625025,8.05215123013837,42.3294892276325,-69.1796813887454,12.2357972768533,10.7313225978039,104.716711686394
"131","American lobster",1996,1990,543.5001,3.623334,7.03978517855805,42.1612447627885,-69.2745879427314,10.8951242336968,9.61592393760274,103.836420085295
"132","American lobster",1997,1990,530.8001,3.53866733333333,6.89288857617447,42.0109708558834,-69.4431011939649,10.190141043467,9.65735300798062,117.304246739969
"133","American lobster",1998,1990,550.9,3.82569444444445,5.96766047478797,42.5494856752587,-69.1180129243056,9.49605726047904,8.12842677012609,100.071156289708
"134","American lobster",1999,1990,615.5,3.92038216560509,9.08041523712733,42.300020007636,-68.9321497116165,10.9315472498776,10.038695796094,101.973192526401
"135","American lobster",2000,2000,564.0001,4.08695724637681,7.44836032725694,42.5677145128756,-68.853986940812,10.7121254638317,9.37574032946716,95.2285522644411
"136","American lobster",2001,2000,586.789,4.04682068965517,6.49920187585984,42.2875807325648,-68.5361493666224,11.080132738088,9.11745460074049,118.305406202229
"137","American lobster",2002,2000,910.255,5.14268361581921,7.92031473787877,42.5001968201965,-68.4082111787049,11.2957609699439,9.84278909073466,112.174632383233
"138","American lobster",2003,2000,630.919,4.20612666666667,9.06596218720446,42.3903044246235,-68.2411046248774,8.3536438775038,8.29927409396232,150.519504088481
"139","American lobster",2004,2000,664.801,4.55343150684931,10.2738312767036,42.2561804249227,-68.5181035232408,9.25393454291675,8.67202211352772,142.969655581144
"140","American lobster",2005,2000,536.141,3.77564084507042,4.71027857413757,42.335834076534,-68.1753814476807,9.69203031734445,8.57062925141425,143.134783573724
"141","American lobster",2006,2000,699.551,3.76102688172043,4.45990721565443,42.3081011654747,-68.1442409270446,10.3416269721579,9.36203795640238,124.466189026962
"142","American lobster",2007,2000,668.08,4.20176100628931,6.22599554385809,41.969258159879,-68.3337689684858,9.68979326923077,7.87736168053774,137.789100107771
"143","American lobster",2008,2000,917.911,5.24520571428571,10.345521143908,42.2978644441106,-67.6617915243874,8.75850023998673,8.36643966841211,133.185905823114
"144","American lobster",2009,2000,1338.17107318468,5.74322349006299,13.1573080160779,42.2364399007073,-68.0307237432553,9.60921995789306,8.30585160194004,148.333200982211
"145","American lobster",2010,2010,1299.54759634077,5.17748046350903,7.70375396865411,42.4247971502914,-68.4018285389654,10.0377060876224,8.89272707975921,144.934565087023
"146","American lobster",2011,2010,1801.10674499714,7.69703737178265,15.795069938033,42.6082061906061,-67.9044678286113,9.90819131217837,8.74083195295556,139.133028715366
"147","American lobster",2012,2010,2120.78074271012,7.79698802466956,14.067244470942,42.556298008354,-68.4194261353296,10.4058235610512,8.850359300922,144.495619731717
"148","American lobster",2013,2010,1914.96454488279,7.72163122936609,17.3391282374244,42.8683395488212,-68.1892297754695,9.62486117126597,8.63707761540435,131.148096411353
"149","American lobster",2014,2010,2405.33922870212,9.85794765861523,20.3685898826185,42.8150184572651,-68.2262539855491,10.8168790473675,9.24308572975101,132.820886846372
"150","American lobster",2015,2010,2737.82134934248,11.4075889555937,25.5154616968675,43.0084382122244,-68.102846733841,9.42180461921234,8.38712487175862,135.533052077437
"151","American lobster",2016,2010,2681.58916295026,9.85878368731712,16.781328382219,42.8237195383322,-67.914766356368,11.7618448325367,9.6289574519663,146.812042627209
"152","American lobster",2018,2010,1645.98101943968,10.223484592793,35.6974980845008,42.4011265456874,-67.6097790695416,10.9838262657136,9.43698146507641,125.240954813609
"153","American lobster",2019,2010,1972.49477072613,8.68940427632656,14.5885677144535,42.6875548604983,-67.9111223504254,8.65260564318912,8.73813219585817,151.203019733114
"154","American lobster",2021,2020,1907.56629616924,8.67075589167836,14.9711823258503,42.4907577116865,-67.8497043120499,11.183493192451,9.76902800137957,161.699957716637
"155","American lobster",2022,2020,1847.2991726701,9.32979380136413,21.05783289512,42.6389479007048,-67.884917458154,10.0638230419965,8.80638346626043,127.854074709826
"156","American lobster",2023,2020,1562.9829348199,9.53038374890181,23.2783771920835,42.1663736138452,-67.8084396350527,12.4476008250247,9.51518544174561,144.902999755215
"157","American plaice",1970,1970,505.3033,2.83878258426966,4.06092290901611,42.5745792385811,-68.8573406710384,7.58357725555442,6.55186418372372,124.944761888553
"158","American plaice",1971,1970,426.6028,2.60123658536585,3.62892705796459,42.6363043285229,-68.383554361653,8.84497717452221,7.01882369909949,135.306829912978
"159","American plaice",1972,1970,361.0037,2.06287828571429,2.49743927080617,42.5227444862748,-68.6530780828565,7.51396423747575,6.76289497071561,136.390895716581
"160","American plaice",1973,1970,451.002,3.26813043478261,3.97051784470557,42.7643377779549,-68.8133276397888,8.21253029920046,6.56799886523349,139.63631691212
"161","American plaice",1974,1970,442.402,3.456265625,6.58418600255866,42.6455864158239,-69.2122732547925,6.98848165243377,7.42666661298679,119.117459007871
"162","American plaice",1975,1970,553.9021,3.59676688311688,4.68521054447079,42.4805265436503,-69.3480695147513,9.93869945609522,6.81833681017536,130.1472047714
"163","American plaice",1976,1970,886.9001,6.82230846153846,9.72763343641112,42.7366237253026,-69.440906369199,7.60414908060107,7.03156390374181,129.960880261486
"164","American plaice",1977,1970,1521.1053,8.69203028571429,18.6128512385391,42.9034904319616,-69.2001573781622,7.86423020155146,5.73589758905599,132.924871539137
"165","American plaice",1978,1970,1798.8135,7.62209110169492,9.46600072220201,42.8951762967633,-69.1179375126951,9.28942846492981,6.01966358013797,155.741642421519
"166","American plaice",1979,1970,1786.5585,6.978744140625,8.60470721569355,42.9254657183354,-69.3281280896616,8.80536800222327,5.99153602090386,154.284254503841
"167","American plaice",1980,1980,1043.9823,8.03063307692308,8.93064749682901,42.7167005642047,-69.3604450568891,7.57872259903257,5.52735802538924,153.046001450408
"168","American plaice",1981,1980,1277.6711,9.19187841726619,12.1310493018306,42.9493126758501,-69.0652905746542,8.9574518669163,5.35192194381696,152.293029011927
"169","American plaice",1982,1980,714.2494,6.05296101694915,8.1599514151712,42.5983104678618,-69.2642542813582,8.51703071302867,5.93927185850414,149.74493685259
"170","American plaice",1983,1980,924.6002,7.16744341085271,10.961958506031,42.6840073968906,-69.4746173908825,8.02003913127401,5.96970976613866,135.64126354288
"171","American plaice",1984,1980,384.2002,3.31207068965517,3.79402479724236,42.7129093502989,-69.1565411015749,8.51724735018156,6.74428659368672,147.811758036565
"172","American plaice",1985,1980,422.735,3.40915322580645,3.63691833735529,42.6886766762937,-69.0831134883461,8.65276309466603,6.59159120310479,152.8503696169
"173","American plaice",1986,1980,280.4353,2.64561603773585,3.34402617585269,42.7731403036244,-69.30653303399,9.13523373894773,7.41180615360526,144.227278092309
"174","American plaice",1987,1980,218.9931,2.06597264150943,1.97714776703031,42.7100825287112,-68.9744302700313,8.62504530784333,6.33644505368543,143.761501618087
"175","American plaice",1988,1980,286.8003,2.47241637931035,3.91144390188016,42.7275111836818,-69.2257944954496,8.40453731036407,6.2357743541486,133.58468314015
"176","American plaice",1989,1980,234.9458,2.00808376068376,3.04438424137469,42.6183458928115,-69.2723891421992,9.83402254779051,5.96717610428353,137.015219254824
"177","American plaice",1990,1990,405.2371,3.26804112903226,5.14484960646788,42.7215706816101,-69.3554056112698,10.8226867073744,6.75186408683341,133.824802319432
"178","American plaice",1991,1990,303.8763,2.71318125,3.23740776980961,42.7006360500329,-69.4525294944291,9.48139493367068,6.34257191021133,135.796858458524
"179","American plaice",1992,1990,367.2003,3.24956017699115,3.43760782710209,42.6879450104842,-69.0844301178403,7.91711832370839,5.95975920716307,148.262796898586
"180","American plaice",1993,1990,392.6984,3.47520707964602,4.08424965590194,42.6955735398522,-69.0954232468617,9.0469198563812,5.50048522833311,152.236165973684
"181","American plaice",1994,1990,412.8364,3.15142290076336,5.6942638659858,42.7006223772146,-69.4060945552974,11.2191116906284,8.02504550781327,138.881073713461
"182","American plaice",1995,1990,530.6,3.87299270072993,4.7698733435157,42.7426278921975,-69.1373351091218,9.26086007971471,6.65710215280709,148.300226159065
