"","comname","year","decade","season","total_biomass","avg_biomass","biomass_sd","avg_lat","avg_lon","avg_sst","avg_bot","avg_depth"
"39","Acadian redfish",1989,1980,"Fall",357.6004,7.29796734693878,13.6260503858019,42.8148346966799,-67.8850537449063,11.5066223693894,7.24170666536784,203.266147353303
"40","Acadian redfish",1989,1980,"Spring",167.5001,4.78571714285714,7.72125008929656,42.9123078018061,-68.2778890167827,4.32131147540984,5.58655737704918,187.427479744788
"41","Acadian redfish",1990,1990,"Fall",787.2008,14.0571571428571,38.0986123945592,42.5842585537261,-69.0373508102804,14.0827699062718,7.1252052232006,176.033356673418
"42","Acadian redfish",1990,1990,"Spring",410.2,11.3944444444444,24.4434150576907,42.8368518978547,-67.7478342559727,4.87653707052441,7.0123869801085,202.450999512433
"43","Acadian redfish",1991,1990,"Fall",472.7003,9.64694489795918,24.1622968402742,43.1150800526253,-67.857104060931,12.2327270788701,8.25407225254564,188.079522902778
"44","Acadian redfish",1991,1990,"Spring",273.1001,6.8275025,12.6493117118008,42.8317585688665,-67.4085678126811,4.58490202092267,7.36185439287124,230.43757948093
"45","Acadian redfish",1992,1990,"Fall",473.7003,10.5266733333333,17.4717054925619,42.8492822181029,-67.97670815028,11.7790699424022,7.03306434218096,204.039013485953
"46","Acadian redfish",1992,1990,"Spring",1135.8004,28.39501,82.9174869874179,42.9246417869724,-68.3868105358419,3.4328036494786,6.46166829251028,168.386859962367
"47","Acadian redfish",1993,1990,"Fall",840.6004,15.2836436363636,31.8543336914029,42.8483386323633,-67.8872274444552,12.0087456334782,8.07070066998516,190.831276906364
"48","Acadian redfish",1993,1990,"Spring",949.1006,24.3359128205128,74.4795274839023,42.735892071996,-68.007125913031,4.89840032247029,6.0444814805083,182.920640867786
"49","Acadian redfish",1994,1990,"Fall",364.7007,6.75371666666667,15.4340623078729,43.0504586751092,-68.0163967294277,12.1078986234389,8.60399884156145,183.244036274128
"50","Acadian redfish",1994,1990,"Spring",241.3003,7.09706764705882,20.3917284535536,42.1555893401985,-69.0882716780709,5.26528857504357,5.10752801046119,161.660137181761
"51","Acadian redfish",1995,1990,"Fall",354.0006,5.20589117647059,11.8713447791936,42.8999284976729,-69.25123121232,12.519692574733,7.4415201410203,139.471725471652
"52","Acadian redfish",1995,1990,"Spring",309.2005,7.19070930232558,26.3977222540201,43.3096636471591,-67.604300999729,5.23163420431612,7.29486447756234,182.866996657509
"53","Acadian redfish",1996,1990,"Fall",1533.7001,24.344446031746,60.25830563642,42.7521060723671,-68.6871614841128,11.5251031319859,7.31060168368552,172.378237896705
"54","Acadian redfish",1996,1990,"Spring",592.7004,14.1119142857143,48.720189824546,43.1554774629249,-67.6322278549724,4.89582207905074,7.31702712914195,189.118915728756
"55","Acadian redfish",1997,1990,"Fall",1111.6003,19.1655224137931,45.3632666014906,42.7833229569118,-68.3157208299903,12.2301647376973,7.41512887077447,188.781831383097
"56","Acadian redfish",1997,1990,"Spring",3449.6001,74.9913065217391,392.333914514537,42.7404109366377,-69.6936743322895,4.76235477323879,6.3891730251306,159.015799048707
"57","Acadian redfish",1998,1990,"Fall",1880.8004,26.4901464788732,85.7148763473176,42.6517070214184,-68.4321571486267,11.5449555104306,6.79793202083718,180.89025193742
"58","Acadian redfish",1998,1990,"Spring",614.1002,10.0672163934426,24.8716607136729,42.4781387619372,-68.6743558792198,5.14171186078138,6.52856181790224,182.319626015429
"59","Acadian redfish",1999,1990,"Fall",2450.901,32.67868,90.444619497642,42.6879972010633,-69.3332781688993,11.4606515840501,7.2039624126488,166.960001933983
"60","Acadian redfish",1999,1990,"Spring",1014.8003,24.1619119047619,43.0346328343002,42.6887925454234,-68.4180359324885,5.6857656999116,6.48947365895276,183.566885524177
"61","Acadian redfish",2000,2000,"Fall",1531.8008,25.9627254237288,52.438811045767,42.9552379520126,-68.8583505713666,12.6479705572703,7.6371691896286,170.517552282255
"62","Acadian redfish",2000,2000,"Spring",2821.6004,70.54001,243.287940597569,42.6623038310516,-68.5892729114713,6.79383323201967,6.69777406211645,178.720826662769
"63","Acadian redfish",2001,2000,"Fall",1672.821,25.3457727272727,52.6958542058672,42.6715644401176,-68.6797717286135,12.9385043933882,7.07065934624757,181.435774060703
"64","Acadian redfish",2001,2000,"Spring",2125.427,57.443972972973,171.697884777543,42.5235334246629,-68.3716162000695,5.46375043226608,6.61519961400698,182.762228013477
"65","Acadian redfish",2002,2000,"Fall",2303.649,44.3009423076923,104.824981816736,42.986267167111,-68.8363691702516,12.9682702095675,8.01494244560881,169.883030357489
"66","Acadian redfish",2002,2000,"Spring",2702.23,58.7441304347826,237.083855113343,42.8101182012042,-68.1406924420634,5.9087777557362,7.23819820693392,182.520970087668
"67","Acadian redfish",2003,2000,"Fall",4677.886,80.6532068965517,356.824029912419,42.4979719864426,-69.3567033858677,11.8597507404322,6.21712456715069,181.892644241437
"68","Acadian redfish",2003,2000,"Spring",1668.28,42.7764102564103,120.077412063332,42.7221674629223,-68.8762303215971,5.18452332199951,5.79462851207584,168.583456613998
"69","Acadian redfish",2004,2000,"Fall",2339.286,35.9890153846154,61.8578441242732,42.8813088031062,-68.0245832461537,11.8751789221155,6.32039230961746,186.383837205028
"70","Acadian redfish",2004,2000,"Spring",3435.343,79.8916976744186,211.773592502255,42.5963408273316,-69.0309663784964,3.91234936872985,4.92059619092727,192.616189125802
"71","Acadian redfish",2005,2000,"Fall",2289.592,33.1824927536232,65.0569570294376,42.7655473494483,-68.3777526070689,12.6146202526919,7.52694209502364,186.759184605816
"72","Acadian redfish",2005,2000,"Spring",2324.148,56.6865365853659,179.409528992902,42.9829079293186,-68.1737681144548,4.36883433413018,6.55419280097481,186.770735340434
"73","Acadian redfish",2006,2000,"Fall",2815.123,45.4052096774194,86.9930078848694,42.5671249799007,-68.7994479506029,13.963561510518,7.77079263172269,181.987936939167
"74","Acadian redfish",2006,2000,"Spring",554.02,11.7876595744681,25.4425448491956,42.8851479751092,-68.2805783545558,5.36717156420346,7.65878300350928,188.206337316342
"75","Acadian redfish",2007,2000,"Fall",2977.391,47.2601746031746,80.646054567122,42.8371607325655,-68.6162343708051,12.6933938303703,6.66799369834996,177.863467042118
"76","Acadian redfish",2007,2000,"Spring",1853.299,46.332475,95.2639058838959,42.6978633690462,-68.8299123001081,5.38945281932912,5.91108283916303,175.552805024985
"77","Acadian redfish",2008,2000,"Fall",3238.912,47.6310588235294,88.3201790118377,42.7432285293571,-68.5130373737428,14.0909745826353,7.37804263185258,188.980847889662
"78","Acadian redfish",2008,2000,"Spring",2479.805,49.5961,143.059488192885,42.5698451160103,-68.3304075556848,6.76053532738525,6.2683041808126,190.028167940624
"79","Acadian redfish",2009,2000,"Fall",2938.0201511335,45.906564861461,74.4325231565385,42.8103503296999,-68.6680016549368,10.5237441768396,7.49775488762992,176.557893530545
"80","Acadian redfish",2009,2000,"Spring",1263.30394626364,15.220529473056,40.3165390443611,42.7604628383645,-68.2689634090868,5.66401571666305,6.36503526803296,190.581458797882
"81","Acadian redfish",2010,2010,"Fall",4356.58774139379,72.6097956898964,153.452705549607,42.7330526083278,-68.9434310779894,10.6193285822185,8.1859008967823,191.040096201435
"82","Acadian redfish",2010,2010,"Spring",2153.99580184719,29.1080513763133,74.6449624343906,42.4307793375193,-68.935461166078,6.86464720966732,6.49102389364558,176.746893770155
"83","Acadian redfish",2011,2010,"Fall",3091.7355163728,53.3057847650482,158.647752089887,43.0326738501968,-68.7384277265196,11.3782149426289,8.22847675058561,185.961141223983
"84","Acadian redfish",2011,2010,"Spring",3606.64399664148,53.0388823035511,111.35244684997,43.2482703952908,-68.2382655380968,6.94719120419952,7.78447824039201,174.000681874319
"85","Acadian redfish",2012,2010,"Fall",4800.24853064652,67.609134234458,99.3412947619931,42.6420020160057,-68.7955838683905,14.2767568587121,8.35026792912285,182.695963999905
"86","Acadian redfish",2012,2010,"Spring",2451.95633921075,28.8465451671853,79.7106240523781,42.8468508395459,-69.0942201012728,7.39072472493338,7.30817957741286,175.749609284041
"87","Acadian redfish",2013,2010,"Fall",2525.2443324937,32.7953809414767,65.9478834399277,42.9240730353133,-68.1721293914963,11.0123700053792,8.23745863273807,198.522297765037
"88","Acadian redfish",2013,2010,"Spring",2269.4752308984,33.8727646402747,93.8025684375984,42.8967407951556,-68.0728497656963,6.8949009247321,7.28137084570897,178.756358600141
"89","Acadian redfish",2014,2010,"Fall",2536.50881612091,32.9416729366352,62.9920310214184,42.9209198189231,-68.4473835641646,12.7790782401219,8.25024666482621,179.20846300971
"90","Acadian redfish",2014,2010,"Spring",3157.4550797649,39.4681884970613,82.6945373675629,42.7540388599617,-68.3721277453981,8.5591473965498,6.7281522280509,188.960529755255
"91","Acadian redfish",2015,2010,"Fall",4494.68345927792,52.2637611543944,170.124383498881,43.030572219253,-67.9902465234216,13.1472857712558,8.34229698571743,182.507712816037
"92","Acadian redfish",2015,2010,"Spring",2314.07136859782,32.5925544872932,99.8768489434408,42.8649919867169,-67.9685966463335,5.54009526514193,7.22850574592182,197.503863306265
"93","Acadian redfish",2016,2010,"Fall",3166.05793450882,40.0766827153015,98.4763308864593,42.9666397907558,-68.3106373940052,13.237803764641,8.92179441320711,194.052848817551
"94","Acadian redfish",2016,2010,"Spring",4227.00083963056,52.837510495382,121.780360717015,42.6275041151759,-68.3589454958875,9.81263714094912,7.51477587860455,199.610076994922
"95","Acadian redfish",2018,2010,"Fall",1781.49034424853,42.4164367678222,84.2283158995238,42.6437387627695,-68.4256893699046,12.2364411071749,8.14921272818953,191.645221055211
"96","Acadian redfish",2018,2010,"Spring",380.058774139379,10.858822118268,15.6976772515033,42.7156206381885,-68.296534569705,8.12576436219345,7.61351972803244,182.663240914614
"97","Acadian redfish",2019,2010,"Fall",1240.32157850546,17.9756750508037,33.5474477844001,42.8772249284346,-68.9873949510169,12.0660338079696,8.20401249498978,178.993427532607
"98","Acadian redfish",2019,2010,"Spring",1026.76826196474,15.5570948782536,37.4653122042968,42.7854442270295,-68.6570652138017,6.9099111789806,8.08023324302135,201.214702820634
"99","Acadian redfish",2021,2020,"Fall",4606.52644836272,59.8250188099055,285.947210274455,43.4729136696798,-67.6834531970856,13.0345928864667,10.7763254360384,186.497478570998
"100","Acadian redfish",2021,2020,"Spring",2444.067170445,32.1587785584869,90.3727900921958,42.7053026188677,-68.2721631488974,10.6070751487461,8.59107940276009,199.872473791467
"101","Acadian redfish",2022,2020,"Fall",1553.54827875735,29.3122316746669,86.5981533825376,42.9403122855796,-68.307210521319,13.387741151854,8.64888733414795,171.486280425191
"102","Acadian redfish",2022,2020,"Spring",2980.38539042821,43.8291969180619,153.899822556644,42.6695446914413,-68.7529808685672,7.54435839000268,7.95302276063422,183.628112886972
"103","Acadian redfish",2023,2020,"Fall",555.660789252729,7.12385627247088,26.9180167738754,43.1754638017338,-67.5805240562549,11.0403069816204,8.50954293483603,183.409669503409
"104","Acadian redfish",2023,2020,"Spring",63.6255247691016,7.9531905961377,8.63708918871851,41.6055182646546,-68.8472607305286,10.2941446066141,7.03274420016364,150.555583414711
"105","Alewife",1970,1970,"Fall",29.9015,0.906106060606061,1.40419093451963,41.946715342043,-68.6594782736552,12.0167135427989,10.5567786123727,75.3828603916192
"106","Alewife",1970,1970,"Spring",373.4023,5.25918732394366,25.0559338159756,39.8733153240706,-72.1649551082937,5.65085169579925,5.39833147894083,89.6770665311917
"107","Alewife",1971,1970,"Fall",22.5013,0.937554166666667,2.57626129986833,43.3805291101759,-68.4100182626515,10.8117099900895,10.053286254572,93.4069942625537
"108","Alewife",1971,1970,"Spring",139.1048,1.40509898989899,4.15455735321121,40.2268250187412,-70.6949341812797,4.37303658824138,8.23632507288842,98.0638770193406
"109","Alewife",1972,1970,"Fall",37.4016,1.13338181818182,2.44265292989182,43.1787989952301,-68.4411821713456,9.92514731990075,9.6221565387577,93.2427436259411
"110","Alewife",1972,1970,"Spring",74.0040000000001,1.10453731343284,2.87749844287327,40.763539371292,-71.3022412419179,6.24139722177179,6.58955488892492,70.7209569752985
"111","Alewife",1973,1970,"Fall",16.9006,0.938922222222222,1.49039377250584,42.9329319590192,-67.629295705472,10.3911310841035,10.0668807861939,125.520573234086
"112","Alewife",1973,1970,"Spring",690.891799999999,4.57544238410596,11.2339261702009,40.196928253995,-71.6353123912544,4.61892028534715,8.83907714053825,78.809275882329
"113","Alewife",1974,1970,"Fall",6.6003,0.600027272727273,0.648046296325979,43.290326838674,-69.3869323162129,10.4077451024953,8.94416835853459,94.5284305258852
"114","Alewife",1974,1970,"Spring",335.6024,5.50167868852459,17.2497262917137,40.6641506414532,-71.7940492069385,5.87833242551306,6.99942250203284,52.7867804282688
"115","Alewife",1975,1970,"Fall",37.7904,1.98896842105263,3.29401973127947,42.8276632785919,-69.1264335255329,12.0522077035438,8.19092785469326,97.8705359032982
"116","Alewife",1975,1970,"Spring",132.3019,1.83752638888889,4.11603146698141,40.9302383173136,-70.8018201842399,3.85875025226395,5.62097888877869,87.026888502735
"117","Alewife",1976,1970,"Fall",39.4001,1.87619523809524,4.27958946634793,43.6704556071355,-68.4973947468839,9.56195694934785,9.49571346265618,97.6419602995931
"118","Alewife",1976,1970,"Spring",219.3563,2.43729222222222,6.88071302496778,40.8820996617494,-70.9030152341191,6.14094370665442,8.08280610130642,93.285390937028
"119","Alewife",1977,1970,"Fall",23.548,0.759612903225806,1.29062314864873,42.5116173300493,-69.6066911403941,9.4807881773399,9.46919191919192,103.004926108374
"120","Alewife",1977,1970,"Spring",225.5792,1.96155826086957,5.82830975835149,40.437055945862,-70.6247292628664,6.82046921879322,7.04308240618753,105.482402632867
"121","Alewife",1978,1970,"Fall",53.36,1.30146341463415,1.52254412247332,43.2226993423913,-69.4727355586956,10.0186956521739,7.62647727272727,113.355434782609
"122","Alewife",1978,1970,"Spring",344.8006,2.78065,6.66104450638308,40.2707102980679,-71.143815072151,5.16914083096143,6.38790184819864,110.109868428303
"123","Alewife",1979,1970,"Fall",73.0121,1.78078292682927,3.30172834617738,42.2217504028332,-69.7166971317261,10.0173856114261,9.02717680439794,63.9574604757294
"124","Alewife",1979,1970,"Spring",256.5203,2.39738598130841,10.1074659967922,40.1441465547482,-71.580977718959,6.05994624986794,8.13419661101489,83.6388340415943
"125","Alewife",1980,1980,"Fall",71.804,3.98911111111111,11.530336768149,42.1281903360258,-70.5461767778675,4.45113085621971,11.1801470588235,65.9208400646204
"126","Alewife",1980,1980,"Spring",343.3024,2.56195820895522,7.0312280289814,39.8416042304024,-72.1058113725409,6.36097595006618,7.22573847430137,77.4608155958129
"127","Alewife",1981,1980,"Fall",14.8361,0.706480952380952,0.97727933448889,42.447722389442,-70.001323344902,10.9802528966507,9.83857825576668,64.8353340837552
"128","Alewife",1981,1980,"Spring",193.1404,2.414255,5.46163021014603,39.915283472493,-71.9870378035568,6.7168149180596,7.98833370288937,90.5850588483818
"129","Alewife",1982,1980,"Fall",11.8001,0.786673333333333,0.95906114840554,42.9056415199871,-69.7800685982915,10.8144193693274,9.09407377903577,79.0679570512114
"130","Alewife",1982,1980,"Spring",103.1827,1.41346164383562,2.6932071116066,40.0621873221829,-71.8346244496025,5.57508786562266,6.90647197221496,83.1317672439275
"131","Alewife",1983,1980,"Fall",8.8,0.88,0.848266205595599,42.6405301818182,-67.9183713522727,11.4125,9.54545454545455,101.340909090909
"132","Alewife",1983,1980,"Spring",66.3002,1.57857619047619,3.75028481154591,39.9972670660616,-72.0005975326379,6.36751746973574,6.45664061437881,61.5761717159224
"133","Alewife",1984,1980,"Fall",11.1,0.925,0.899621132376392,43.0031533243243,-69.0216216846847,13.1197802197802,11.4629213483146,87.3153153153153
"134","Alewife",1984,1980,"Spring",98.1008,1.34384657534247,4.84357761479863,39.3197249536528,-73.3476314814283,4.79493666735883,5.6577888493022,47.562582568134
"135","Alewife",1985,1980,"Fall",66.3321,5.527675,16.8689638339507,42.3024600196888,-70.2492250867273,12.2413486673532,9.91117347606862,70.0090860985857
"136","Alewife",1985,1980,"Spring",121.4006,1.83940303030303,7.28173200924424,40.6645237107568,-71.300195539396,5.58703354652125,6.57186247784713,85.926870213162
"137","Alewife",1986,1980,"Fall",18.0401,0.668151851851852,0.649564167121292,43.1438697666144,-67.9655893912284,11.1644010195412,8.51706864564007,169.715184505629
"138","Alewife",1986,1980,"Spring",74.6005,1.40755660377358,2.22941685040915,40.7002563472537,-71.2041467733688,6.28181818181818,7.04247967479675,83.2429729023264
"139","Alewife",1987,1980,"Fall",21.5001,0.8958375,0.967951763446245,43.0148700672695,-68.3219422793382,11.5585526315789,7.7328947368421,184.036850991391
"140","Alewife",1987,1980,"Spring",147.5805,1.32955405405405,2.49137993886498,40.5899212850125,-71.1991038432808,5.87639983991985,6.25299951498896,100.861644322929
"141","Alewife",1988,1980,"Fall",19.3,0.965,1.30435505337433,43.7713300103627,-68.2715025647668,10.1578947368421,8.79649122807017,118.523316062176
"142","Alewife",1988,1980,"Spring",123.3002,1.40113863636364,2.21029286541487,40.768144862701,-71.0912509411988,5.08080710983412,7.20553924455407,113.45903980691
"143","Alewife",1989,1980,"Fall",3.712,0.337454545454545,0.266822923916355,43.508854390625,-68.191145953125,11.0553191489362,7.88085106382979,149.953125
"144","Alewife",1989,1980,"Spring",60.7268,0.626049484536082,0.996386336564507,40.8857191933183,-70.5007339573533,4.18978256139,7.32273647913493,108.164202625529
"145","Alewife",1990,1990,"Fall",7.888,0.717090909090909,0.770886431913995,43.8253677573529,-67.6926471691176,12.7643835616438,9.21232876712329,114.154411764706
"146","Alewife",1990,1990,"Spring",63.1046,0.678544086021505,0.92771089790975,41.7720078477734,-69.3763781905266,5.99950280117892,7.93192843008742,155.872738278985
"147","Alewife",1991,1990,"Fall",6.844,0.526461538461538,1.02843381049249,43.6653956525424,-68.2567798559322,10.9364406779661,9.55847457627119,125.601694915254
"148","Alewife",1991,1990,"Spring",138.7946,1.46099578947368,6.12831130627172,40.3577348214988,-71.6368697510125,5.92594749791958,7.84036718955709,82.1365391737142
"149","Alewife",1992,1990,"Fall",6.3001,0.450007142857143,0.809316426150713,43.4563541054904,-67.6156290164759,9.84273898808084,8.3820155596888,157.31609022079
"150","Alewife",1992,1990,"Spring",136.8018,1.45533829787234,4.79687073335273,40.9804957344618,-70.2008432342747,4.64828384025209,6.08875820925657,123.047321745767
"151","Alewife",1993,1990,"Fall",6.554,0.3277,0.496899131985981,43.823303699115,-67.792625460177,10.4475221238938,9.5087610619469,117.884955752212
"152","Alewife",1993,1990,"Spring",90.6018000000001,0.816232432432432,1.57690108233967,40.324369932679,-71.5565394031906,4.60444882120579,5.38049245203664,86.6362257703489
"153","Alewife",1994,1990,"Fall",31.7001,1.585005,4.23472600871899,41.2131521772266,-69.924130592648,15.5083797527453,12.7223864372544,101.785454935473
"154","Alewife",1994,1990,"Spring",55.9137,0.564784848484848,1.19484770435601,41.1323246462459,-69.9756855348653,5.34878828576344,8.45228015837294,130.431014223705
"155","Alewife",1995,1990,"Fall",25.5002,1.27501,2.20259404504397,43.3842383536835,-68.4749755701289,12.516516511551,8.60896300031624,121.733178563305
"156","Alewife",1995,1990,"Spring",151.0009,1.55671030927835,3.6692632979218,41.2693306355571,-70.2083448341487,5.88691168288783,6.88103890891513,109.843938678511
"157","Alewife",1996,1990,"Fall",10.6,0.378571428571429,0.627963871841864,41.6146227830189,-68.3724841886793,13.0509900990099,8.84782178217822,91.2547169811321
"158","Alewife",1996,1990,"Spring",173.9009,1.67212403846154,4.79095641270568,40.805356470457,-70.7612001469417,4.7229111551562,5.90908123331479,107.327775186902
"159","Alewife",1997,1990,"Fall",12.5002,0.595247619047619,0.82671898890678,42.9955856546295,-68.5885673882498,11.8518282769633,9.62947523468046,123.775339594566
"160","Alewife",1997,1990,"Spring",239.2005,2.15495945945946,9.51873397801674,40.8794564536165,-70.8122537599214,5.24100608067291,8.20386586626226,91.9611129575398
"161","Alewife",1998,1990,"Fall",72.0003,1.84616153846154,4.60878970130448,42.527637803823,-68.8816882911141,11.8662985990241,8.79141898253996,84.7833689581849
"162","Alewife",1998,1990,"Spring",205.7006,1.8203592920354,2.89436182435651,41.4228547012828,-70.4467866574045,5.51491300561226,6.23897029749412,120.278626314167
"163","Alewife",1999,1990,"Fall",16.9001,0.62592962962963,0.87027243029667,43.2565828614446,-68.2076836872741,11.94727031201,10.6337190787239,122.390346802682
"164","Alewife",1999,1990,"Spring",217.7008,2.09327692307692,6.56600685444862,40.5789728844974,-70.3464001479706,5.83019681599701,7.98851832882563,101.83100475515
"165","Alewife",2000,2000,"Fall",42.6003,1.25295,1.95776584281753,43.2174161868179,-68.7119908956017,12.203113992155,9.60737648656454,102.871073677885
"166","Alewife",2000,2000,"Spring",134.1006,1.2651,3.53911386676167,42.0986881771349,-69.8175195202959,6.55410318278302,6.22461525976697,103.626684742648
"167","Alewife",2001,2000,"Fall",26.632,0.918344827586207,1.91382747162146,42.599810791116,-68.1573458504806,14.4377817299243,9.05194166631795,125.343759387203
"168","Alewife",2001,2000,"Spring",226.09,2.19504854368932,4.73069765069871,41.0492950592994,-69.9933491237472,5.64290070325976,6.46788783227918,118.348582422929
"169","Alewife",2002,2000,"Fall",112.837,4.51348,9.84913307995514,43.6059916186091,-68.0943287589975,12.2079292253428,10.0747156517809,134.253675656035
"170","Alewife",2002,2000,"Spring",156.612,1.46366355140187,2.11636942125988,41.5688716455444,-69.7496258629735,6.64076362751876,6.90726703477746,114.15633540214
